,chambre,voyageur,lit,bain,Wifi,Cuisine,Lave,Chauffage,Parking,Perle,Note,Commentaire,Prix,sdb_partage,lit/chambre,bain/voy,vendeur_Particulier,vendeur_Professionnel,ville_Bordeaux,ville_Lille,ville_Lyon,ville_Marseille,ville_Montpellier,ville_Nantes,ville_Nice,ville_Paris,ville_Strasbourg,ville_Toulouse,logement_Hôtel/chambre hôte,logement_appartement,logement_autres,logement_bateau,logement_chambre partagée,logement_chambre privée,logement_château,logement_gîte à la ferme,logement_logement entier,logement_micro-maison
685,1,4,2,1.0,1,1,1,1,0,0,4.66,211,117,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
686,1,2,1,1.0,1,1,1,1,0,0,4.2,5,124,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
687,1,2,1,1.0,1,1,0,1,0,0,5.0,15,122,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
688,1,4,2,1.0,1,1,1,1,0,0,4.86,294,196,0,2.0,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
689,1,2,1,1.0,1,1,1,1,0,0,5.0,13,157,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
690,1,4,2,1.0,1,1,1,1,0,0,4.28,204,134,0,2.0,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
691,1,2,1,1.0,1,1,1,1,0,0,4.32,28,304,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
692,2,4,2,1.0,1,1,1,1,0,0,4.8,15,156,0,1.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
693,0,2,1,1.0,1,1,1,1,0,0,4.93,28,261,0,0.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
695,2,6,3,1.0,1,1,1,1,0,0,4.73,41,416,0,1.5,0.16666666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
696,1,2,2,1.0,1,1,1,1,0,0,4.75,102,90,0,2.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
697,0,2,1,1.0,1,1,1,1,0,0,4.89,624,201,0,0.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
698,1,2,1,1.0,1,1,0,1,0,0,4.67,155,106,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
699,1,2,1,1.0,1,1,0,1,0,0,4.96,56,84,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
700,1,2,3,1.0,1,1,1,0,0,0,0.0,0,147,0,3.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
701,1,2,4,1.0,1,0,0,1,0,0,4.87,45,60,0,4.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
702,2,4,2,1.0,1,1,1,1,0,0,4.67,3,191,0,1.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
703,1,3,2,1.0,1,1,0,1,0,0,4.71,38,119,0,2.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
704,1,2,1,1.0,1,1,1,1,0,0,4.68,72,54,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
706,1,2,1,1.0,1,1,0,1,0,0,4.89,18,64,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
707,1,4,2,1.0,1,1,1,1,0,0,4.73,101,153,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
708,0,2,1,1.0,1,1,1,1,0,0,4.51,102,78,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
709,1,2,1,1.0,1,1,0,1,0,0,4.49,192,82,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
710,0,2,1,1.0,1,1,1,1,0,0,4.23,65,78,0,0.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
711,1,2,1,1.0,1,1,1,1,0,0,5.0,4,58,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
712,3,6,3,2.0,1,1,1,1,0,0,5.0,7,323,0,1.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
713,1,2,1,1.0,0,1,1,1,0,1,4.63,30,101,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
714,1,3,2,1.0,1,1,1,1,0,0,4.94,127,62,1,2.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
715,1,2,1,1.0,1,1,1,1,0,0,5.0,5,69,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
716,1,2,1,1.0,1,1,0,1,0,0,4.73,15,40,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
717,1,2,1,1.0,1,1,1,1,0,0,4.43,7,48,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
718,1,2,1,1.0,1,1,1,1,0,0,0.0,0,84,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
719,1,2,1,1.0,1,0,0,1,0,0,4.97,30,76,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
720,1,3,2,1.0,1,1,1,1,0,0,4.74,114,75,0,2.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721,1,2,3,1.0,1,1,1,1,0,0,4.14,14,55,1,3.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
722,1,2,1,1.0,1,1,1,1,0,0,4.92,92,63,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
723,1,2,2,1.0,1,0,0,1,0,0,4.9,10,72,0,2.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
724,1,5,1,1.0,1,1,1,1,0,0,4.89,217,98,0,1.0,0.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
726,0,3,2,1.0,1,1,0,1,0,0,4.7,289,96,0,0.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
727,0,2,1,1.5,1,1,1,1,0,1,4.51,83,72,0,0.0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
728,1,2,1,1.0,0,1,0,1,0,0,4.52,359,52,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
729,1,4,4,1.0,1,1,0,1,0,0,4.87,356,120,0,4.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
730,1,2,1,1.5,1,1,0,1,0,0,4.8,30,47,0,1.0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
731,1,4,2,1.0,1,1,0,1,0,0,4.82,152,107,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
732,0,2,1,1.0,1,1,1,1,0,0,4.89,396,105,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
733,1,2,1,1.0,1,1,0,1,0,0,4.81,129,96,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
734,1,2,1,1.0,1,1,0,1,0,0,4.93,109,78,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
735,0,2,1,1.5,1,1,0,1,0,1,4.41,75,60,0,0.0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
736,1,2,1,1.0,1,1,1,1,0,0,4.95,230,197,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
737,1,4,3,1.0,1,0,1,1,0,0,4.12,34,82,0,3.0,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
739,1,2,1,1.0,0,1,0,1,0,0,4.95,120,219,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
740,1,2,2,1.0,1,1,0,1,0,0,0.0,0,79,0,2.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
742,1,2,1,1.0,1,1,0,1,0,0,4.8,25,184,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
743,0,2,1,1.0,1,1,0,1,0,0,4.55,62,65,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
744,0,2,1,1.0,1,1,0,1,0,0,4.95,21,251,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
745,1,4,2,1.0,1,1,1,1,0,0,4.57,187,110,0,2.0,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
746,2,6,5,1.0,1,1,1,1,0,0,4.9,417,167,0,2.5,0.16666666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
747,1,4,2,1.0,1,1,1,1,0,0,4.69,142,101,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
748,1,2,1,1.5,1,1,0,1,0,0,0.0,0,316,0,1.0,0.75,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
749,1,4,2,1.0,1,0,1,1,0,0,4.02,60,84,0,2.0,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
750,0,2,1,1.0,1,1,1,1,0,0,4.84,85,65,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
751,1,4,2,1.0,1,1,0,1,0,0,4.42,180,108,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
752,0,2,1,1.0,1,1,0,1,0,0,4.81,554,118,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
753,1,3,2,1.5,1,1,0,1,0,0,4.83,98,108,0,2.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
754,1,2,1,1.0,1,0,0,1,0,0,4.97,220,65,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
755,1,4,2,1.0,1,1,0,1,0,0,4.87,181,131,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
756,1,4,2,1.0,1,1,1,1,0,0,4.94,175,109,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
757,1,2,1,1.0,1,1,1,1,0,0,4.67,132,100,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
758,0,4,2,1.0,1,1,0,1,0,0,4.76,84,132,0,0.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
759,1,4,2,1.0,1,1,1,1,0,1,4.77,228,72,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
760,0,2,1,2.0,1,1,0,1,0,1,4.45,64,65,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
761,1,2,1,1.0,1,0,0,1,0,0,4.85,88,89,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762,1,2,1,1.0,1,1,0,1,0,0,4.64,339,93,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
764,0,2,1,1.0,1,0,0,1,0,0,4.95,58,57,1,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
765,1,2,1,1.0,1,1,1,1,0,0,4.53,272,114,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
766,1,2,1,1.0,1,1,0,1,0,0,4.88,165,82,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
767,1,4,4,1.0,1,0,0,1,0,0,4.03,38,98,0,4.0,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
768,1,4,2,1.0,1,1,1,1,0,1,4.88,272,102,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
769,0,2,1,1.0,1,1,1,1,0,0,4.83,109,91,0,0.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
770,1,2,1,1.0,1,1,0,1,0,0,4.88,84,228,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
771,1,2,1,1.0,1,1,0,1,0,0,4.91,165,66,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
772,1,2,1,1.0,1,1,0,1,0,0,4.67,125,215,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
773,1,2,1,1.0,1,1,1,1,0,0,4.93,301,60,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
774,1,3,2,1.5,1,1,1,1,0,0,4.86,113,70,0,2.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
775,1,4,4,1.0,1,1,1,1,0,0,4.75,451,122,0,4.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
776,1,2,1,1.0,1,1,0,1,0,0,4.6,122,78,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
777,1,4,2,2.0,1,1,0,1,0,0,0.0,0,277,0,2.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
778,3,6,4,2.0,1,1,1,1,0,0,4.7,169,183,0,1.3333333333333333,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
779,1,2,2,1.0,1,0,1,1,0,0,4.88,114,90,1,2.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
780,1,4,1,1.0,1,1,0,1,0,0,4.71,334,123,0,1.0,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
781,1,4,2,1.0,1,1,1,1,0,0,4.58,325,129,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
782,1,2,1,1.0,1,1,0,1,0,0,4.85,218,101,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
783,2,6,3,1.0,1,1,1,1,0,0,4.62,344,123,0,1.5,0.16666666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
784,0,3,2,1.0,1,1,0,1,0,0,4.83,30,133,0,0.0,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
785,2,4,2,1.0,1,1,1,1,0,0,4.97,35,156,0,1.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
786,1,2,1,1.0,1,0,0,1,0,0,4.78,531,89,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
787,1,2,1,1.0,1,1,1,1,0,0,4.87,669,274,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
788,1,2,1,1.0,1,1,1,1,0,0,4.75,81,56,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
789,0,2,1,1.0,1,1,1,1,0,0,4.99,91,65,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
790,1,4,1,1.0,1,1,0,1,0,0,4.93,103,120,0,1.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
791,1,2,1,1.0,1,1,0,1,0,0,4.8,81,84,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
792,0,2,1,1.0,1,1,0,1,0,0,4.68,76,100,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
793,1,2,1,1.0,1,0,1,1,0,0,4.91,196,72,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
794,1,4,2,1.0,1,1,1,1,0,0,4.77,258,167,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
795,1,2,1,1.0,1,1,1,1,0,0,4.85,39,249,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
796,0,4,2,1.0,1,1,1,1,0,0,4.65,138,118,0,0.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
797,1,2,1,1.5,1,1,1,1,0,0,4.97,86,62,1,1.0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
798,0,3,2,1.0,1,1,1,1,0,0,4.84,262,114,0,0.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
799,0,3,2,1.0,1,1,0,1,0,0,4.98,152,251,0,0.0,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
800,1,4,1,1.0,1,1,1,1,0,0,4.67,448,110,0,1.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
801,1,2,1,1.0,1,1,1,1,0,0,4.68,350,93,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
802,1,2,1,1.0,1,1,0,1,0,0,4.74,125,92,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
803,1,2,1,1.0,1,1,1,1,0,0,4.83,12,48,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
804,1,2,1,1.0,1,1,0,1,0,0,4.53,266,72,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
805,1,3,1,1.0,1,1,1,1,0,0,4.8,5,120,0,1.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
806,0,2,1,1.0,1,1,0,1,0,0,4.79,322,72,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
807,0,2,1,1.0,1,1,1,1,0,0,4.33,42,116,0,0.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
808,1,2,1,1.0,1,1,1,1,0,0,5.0,16,63,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
809,1,2,1,1.0,1,1,1,1,0,0,4.84,165,75,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
810,1,2,1,1.0,1,1,1,1,0,0,4.97,32,117,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
811,1,4,2,1.5,1,1,0,1,0,0,4.91,190,104,0,2.0,0.375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
812,1,2,1,1.5,1,0,0,1,0,0,4.95,66,51,1,1.0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
813,1,2,1,1.0,1,1,0,1,0,0,0.0,0,339,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
814,1,2,1,1.0,1,0,0,1,0,0,0.0,0,114,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
815,2,4,2,1.0,1,1,0,1,0,0,4.62,235,132,0,1.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
816,1,4,1,1.5,1,1,1,1,0,0,4.71,154,107,0,1.0,0.375,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
817,1,3,3,1.0,1,1,1,1,0,0,4.61,193,63,0,3.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
818,1,2,1,1.0,1,1,0,1,0,0,5.0,4,161,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
819,1,2,1,1.0,1,1,0,1,0,0,4.63,291,101,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
820,1,2,1,1.0,1,0,1,1,0,0,4.79,121,42,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
821,1,2,1,1.0,1,1,1,1,0,0,5.0,3,85,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
822,1,2,1,1.0,0,1,1,0,0,0,5.0,3,48,1,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
823,1,2,1,1.5,1,1,1,1,0,0,4.4,5,64,1,1.0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
824,1,4,2,1.0,1,1,1,1,0,0,4.93,127,141,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
825,1,10,4,1.0,1,1,1,1,0,0,4.34,232,77,0,4.0,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
826,1,2,1,1.0,1,1,1,1,0,0,0.0,0,96,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
827,1,4,2,1.0,1,1,1,1,0,0,4.62,293,113,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
828,1,2,1,1.0,1,1,0,1,0,0,4.89,9,114,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
829,0,2,1,1.0,1,1,0,1,0,0,4.16,73,200,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
830,1,2,1,1.0,1,0,0,1,0,0,4.72,245,55,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
831,1,2,1,1.0,1,1,0,1,0,0,4.9,143,115,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
832,1,2,1,1.0,0,1,0,1,0,0,4.95,42,140,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
833,1,2,1,1.0,1,0,0,1,0,0,4.94,16,131,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
834,1,2,1,1.0,1,1,0,1,0,0,5.0,10,76,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
835,0,2,1,1.0,1,1,0,1,0,0,4.51,87,64,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
836,0,4,2,1.0,1,1,1,1,0,0,4.48,150,123,0,0.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
838,1,2,1,1.0,1,1,0,1,0,0,5.0,12,113,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
840,1,2,1,1.0,1,1,1,1,0,0,0.0,0,70,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
841,1,2,3,1.0,1,1,0,1,0,0,5.0,10,108,0,3.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
842,1,4,1,1.0,1,0,1,1,0,0,4.9,39,96,0,1.0,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
843,0,2,2,1.0,1,1,1,1,0,0,4.73,126,82,0,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844,1,4,2,1.0,1,1,1,1,0,0,4.76,260,70,0,2.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
845,0,4,2,1.0,1,1,0,1,0,0,4.78,222,154,0,0.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
846,1,2,1,1.0,1,1,1,1,0,0,4.88,584,274,0,1.0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
847,1,2,1,1.0,1,1,1,1,0,0,4.83,139,209,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
848,1,2,1,1.0,0,0,0,1,0,0,5.0,22,96,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
849,2,4,2,1.0,1,1,1,1,0,0,4.93,118,261,0,1.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
850,1,2,1,1.0,1,1,0,1,0,1,5.0,6,27,0,1.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
