,chambre,voyageur,lit,bain,Wifi,Cuisine,Lave,Chauffage,Parking,Perle,Note,Commentaire,Prix,sdb_partage,lit/chambre,bain/voy,vendeur_Particulier,vendeur_Professionnel,ville_Bordeaux,ville_Lille,ville_Lyon,ville_Marseille,ville_Montpellier,ville_Nantes,ville_Nice,ville_Paris,ville_Strasbourg,ville_Toulouse,logement_Hôtel/chambre hôte,logement_appartement,logement_autres,logement_bateau,logement_chambre partagée,logement_chambre privée,logement_château,logement_gîte à la ferme,logement_logement entier,logement_micro-maison
0,1,2,1,1.0,1,1,1,0,0,0,4.93,863,115,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,1,1.0,1,1,1,0,1,1,4.86,166,71,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,2,1,1.0,1,1,0,0,0,0,4.43,23,67,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,2,1,1.0,0,1,0,0,0,0,4.18,100,72,0,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,4,3,1.0,1,1,0,0,0,0,4.7,184,85,0,1.5,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1,2,1,1.0,1,0,1,0,0,0,4.73,526,55,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,1,2,1,1.0,1,1,1,0,0,1,4.31,626,69,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,1,2,1,1.0,0,1,0,0,0,1,4.6,65,103,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,4,2,1.0,1,1,0,0,0,0,5.0,4,71,0,0.0,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,2,1,1.0,1,1,0,0,1,1,4.93,287,52,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,4,2,1.0,1,1,1,0,0,0,4.78,506,89,0,0.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0,3,2,1.0,1,1,0,0,0,0,4.87,54,60,0,0.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1,2,1,1.0,1,1,0,0,0,0,4.69,356,92,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,1,2,1,1.0,1,1,0,0,0,0,4.84,241,295,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,1,2,1,1.0,0,0,0,0,0,0,4.67,6,37,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,1,2,1,1.5,1,1,0,0,1,0,4.95,44,249,0,1.0,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,0,2,1,1.0,1,1,0,0,0,1,4.75,419,81,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,2,6,3,1.0,1,1,1,0,1,0,0.0,0,123,0,1.5,0.16666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,1,3,1,1.0,0,1,0,0,1,0,4.58,189,61,0,1.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,2,1,1.0,1,0,0,0,1,0,4.96,52,64,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,2,6,3,1.0,1,1,1,0,0,1,4.71,17,193,0,1.5,0.16666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,1,4,2,1.0,1,1,1,0,0,0,4.75,65,150,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,1,3,1,1.0,1,1,1,0,1,0,4.5,14,122,0,1.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,1,3,1,1.0,1,1,1,0,0,0,4.92,39,118,0,1.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,2,4,3,1.0,1,1,0,0,1,0,4.94,112,110,0,1.5,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,0,2,1,1.0,1,1,1,0,0,0,4.76,45,78,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,2,6,3,1.0,1,1,1,0,1,0,4.81,179,109,0,1.5,0.16666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,1,2,1,1.0,1,1,1,0,0,0,4.51,281,61,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,1,4,1,1.0,1,1,0,0,1,0,4.75,181,98,0,1.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,2,6,2,2.0,1,1,1,0,0,0,4.8,81,320,0,1.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,1,4,2,1.5,1,1,0,0,1,1,4.57,67,73,0,2.0,0.375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,1,2,1,1.0,1,1,0,0,1,1,4.78,220,49,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,0,2,1,1.0,1,1,0,0,0,0,4.88,165,64,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,0,4,3,1.0,1,1,0,0,0,0,4.85,86,79,0,0.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,2,1,1.0,0,1,1,0,0,0,4.86,284,53,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,1,3,2,1.0,1,1,1,0,0,0,4.59,51,131,0,2.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,1,2,1,1.0,1,0,1,0,0,0,4.81,27,61,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,1,2,1,1.0,1,0,0,0,0,0,4.92,64,67,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,1,2,1,1.0,1,1,0,0,1,0,4.84,97,164,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,1,4,2,1.0,1,1,1,0,1,0,4.81,176,78,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,1,2,1,1.0,1,0,0,0,1,0,5.0,6,167,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,0,2,2,1.0,1,1,0,0,1,0,4.79,33,71,0,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,3,8,3,3.0,1,1,1,0,0,0,4.79,71,429,0,1.0,0.375,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,0,2,1,1.0,1,1,1,0,0,0,4.83,6,108,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,1,3,2,1.0,1,1,1,0,0,0,4.88,8,152,0,2.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,0,2,1,1.0,1,1,1,0,0,0,0.0,0,49,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,0,2,1,1.0,1,1,0,0,0,0,4.75,4,61,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,1,2,1,1.0,0,1,1,0,1,0,4.7,10,61,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,1,2,1,1.0,1,1,1,0,0,0,5.0,19,123,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,1,4,2,1.0,1,1,0,0,0,0,4.93,57,191,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,1,2,1,1.0,0,1,0,0,1,0,4.92,60,73,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,1,2,1,1.0,1,0,0,0,0,0,4.56,9,147,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,0,3,1,1.0,1,1,0,0,1,0,0.0,0,99,0,0.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,2,4,2,1.0,1,1,1,0,1,0,4.73,64,146,0,1.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,3,5,4,1.0,1,1,1,0,1,0,4.95,20,264,0,1.3333333333333333,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,1,2,1,1.0,1,0,1,0,0,0,5.0,13,79,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59,1,2,1,1.0,1,0,0,0,1,0,4.88,17,164,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,1,2,1,1.0,1,0,1,0,0,0,4.72,705,64,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,1,2,1,1.0,1,1,1,0,0,0,4.51,107,58,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,1,2,1,1.0,1,0,0,0,1,0,4.91,23,60,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,1,2,1,1.0,1,1,1,0,1,1,5.0,5,43,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,0,2,1,1.0,1,1,1,0,0,0,0.0,0,120,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,1,4,2,1.0,1,1,1,0,1,0,4.38,17,143,0,2.0,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,1,3,2,1.0,1,0,1,0,0,0,0.0,0,115,1,2.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,1,2,1,1.0,1,0,1,0,0,0,4.96,27,64,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,0,2,1,1.0,1,1,1,0,0,1,4.84,69,63,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,0,2,1,1.0,1,0,0,0,0,0,4.35,20,83,0,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70,2,4,3,2.0,0,1,1,0,1,0,4.6,42,170,0,1.5,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,1,4,3,1.0,1,0,0,0,0,0,4.64,11,119,0,3.0,0.25,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,1,2,1,1.0,1,1,0,0,0,0,4.0,5,61,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,1,2,1,1.0,1,0,0,0,0,0,4.93,14,50,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,0,2,1,1.0,1,1,1,0,1,0,4.74,142,85,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,1,4,1,1.0,1,1,1,0,1,0,0.0,0,73,0,1.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,1,2,1,1.0,0,0,0,0,1,0,5.0,8,80,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77,0,2,1,1.0,1,1,1,0,0,0,5.0,5,143,0,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,1,2,1,1.0,1,1,1,0,0,0,4.73,183,121,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,1,4,1,1.0,1,1,1,0,1,0,4.86,183,101,0,1.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,2,2,2,2.0,1,1,1,0,1,0,4.77,22,71,0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,1,2,1,1.0,1,0,0,0,1,0,4.95,82,55,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,1,2,1,1.0,1,1,1,0,1,0,5.0,6,115,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,1,4,2,1.0,1,0,0,0,1,0,4.95,19,98,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,0,2,1,1.0,1,1,0,0,0,0,4.97,29,161,0,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,1,3,1,1.0,1,0,0,0,1,0,0.0,0,237,0,1.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,3,8,3,1.0,1,1,1,0,1,0,4.9,52,338,0,1.0,0.125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,0,3,2,1.0,1,1,0,0,0,0,4.42,38,113,0,0.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,1,4,2,1.5,1,1,1,0,1,0,4.86,291,37,1,2.0,0.375,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,1,2,1,1.5,1,0,0,0,1,0,4.93,60,35,0,1.0,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,3,6,3,2.0,1,1,0,0,0,0,4.69,13,363,0,1.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,2,6,2,2.0,1,1,0,0,0,0,4.76,17,260,0,1.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,1,2,1,1.0,1,0,0,0,1,0,4.95,128,71,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,1,2,1,1.0,1,0,0,0,1,0,4.66,123,60,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,1,4,2,1.0,1,1,1,0,0,0,4.94,89,288,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,2,1,1.0,1,0,1,0,0,0,5.0,4,138,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,1,2,2,1.5,1,1,0,0,1,0,4.47,30,81,0,2.0,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,1,2,1,1.0,0,1,1,0,0,0,0.0,0,114,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,1,3,2,1.0,1,1,1,0,1,0,5.0,4,103,0,2.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,1,2,2,1.0,1,1,1,0,1,0,4.89,9,76,0,2.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,0,2,1,1.0,1,1,0,0,0,0,4.31,36,71,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101,1,4,2,1.0,1,1,1,0,0,0,4.93,29,125,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102,1,2,1,1.0,1,0,0,0,1,0,4.89,330,59,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,0,2,1,2.0,1,1,1,0,1,0,0.0,0,51,1,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,1,2,1,1.0,1,0,0,0,0,0,4.89,177,45,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,0,2,1,1.0,1,1,0,0,1,0,4.85,13,109,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,2,4,3,1.0,1,1,1,0,1,1,4.83,85,57,0,1.5,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107,0,2,1,1.0,1,1,0,0,0,0,4.62,402,61,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,1,3,1,1.0,1,1,0,0,1,1,4.84,74,91,0,1.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109,1,2,1,1.0,1,0,0,0,0,0,5.0,5,137,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,1,2,1,1.0,1,0,1,0,0,0,4.33,3,137,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,1,4,3,1.0,1,1,0,0,1,1,4.81,268,81,0,3.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,1,4,2,1.0,1,1,0,0,1,0,4.83,238,78,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,1,2,1,1.0,1,1,0,0,0,0,4.95,114,79,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,2,6,3,1.0,1,1,0,0,0,0,4.72,74,166,0,1.5,0.16666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,1,2,1,1.0,1,1,0,0,1,0,0.0,0,122,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,1,2,1,1.0,1,1,1,0,0,0,4.84,85,43,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117,1,3,2,1.0,1,0,0,0,1,0,0.0,0,297,0,2.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,1,2,1,1.0,1,1,1,0,0,0,5.0,5,61,1,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,2,4,3,1.0,1,1,1,0,1,0,5.0,30,121,0,1.5,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,1,2,1,1.0,1,1,0,0,1,0,4.69,13,41,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,1,2,1,1.0,1,1,1,0,1,0,4.65,20,57,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,1,2,1,1.0,1,1,0,0,1,1,4.88,192,39,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,0,3,1,1.0,1,0,0,0,1,0,5.0,10,70,0,0.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,0,2,2,1.0,1,1,1,0,0,0,4.6,30,105,0,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126,0,2,1,1.0,1,1,1,0,0,0,4.83,187,90,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127,1,2,1,1.0,1,1,0,0,1,0,4.82,22,66,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128,2,4,2,1.0,0,1,0,0,1,0,4.79,117,96,0,1.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129,4,6,4,2.0,1,1,1,0,1,0,0.0,0,131,0,1.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,4,3,1.0,1,0,1,0,0,0,4.8,5,115,1,3.0,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,1,2,1,1.0,1,1,1,0,1,0,4.79,514,45,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,0,2,1,1.0,1,1,1,0,0,0,4.41,117,105,0,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,1,2,1,1.0,1,1,1,0,0,0,4.89,474,76,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,1,2,1,1.0,1,1,1,0,1,0,4.83,18,59,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
136,1,2,2,1.5,1,1,1,0,0,0,4.83,109,46,1,2.0,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137,1,4,2,1.0,1,1,0,0,1,0,4.67,99,170,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,1,2,1,1.0,1,1,0,0,0,0,4.87,99,52,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
139,1,4,2,1.0,1,1,1,0,0,1,4.94,225,63,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,1,3,1,1.0,1,1,1,0,1,1,4.71,552,75,0,1.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
141,0,2,1,1.0,1,1,0,0,1,1,4.83,410,69,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142,2,2,1,1.0,1,0,0,0,0,0,4.86,149,61,0,0.5,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143,1,2,1,1.0,1,1,0,0,1,0,0.0,0,35,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
144,1,2,1,1.0,1,1,0,0,0,1,4.96,473,55,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145,1,2,2,1.0,1,1,1,0,0,0,4.85,396,57,0,2.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,1,2,1,1.0,1,0,0,0,1,0,4.3,30,47,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147,1,2,1,1.0,1,0,0,0,0,0,4.85,134,45,1,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,0,3,2,1.0,1,1,0,0,0,1,4.89,64,80,0,0.0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,2,4,2,1.0,1,1,0,0,0,0,4.17,6,121,0,1.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,1,2,1,1.0,1,1,1,0,1,0,4.89,100,217,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,1,4,2,1.0,1,1,1,0,0,0,0.0,0,80,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
152,1,2,1,1.0,1,1,0,0,0,0,0.0,0,49,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
153,1,2,2,1.0,1,0,0,0,1,0,4.84,396,37,0,2.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,1,4,2,1.0,1,1,0,0,0,0,4.54,181,83,0,2.0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,1,2,1,1.0,1,1,1,0,1,0,4.55,575,96,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,1,2,1,1.5,1,1,1,0,0,0,4.92,26,89,0,1.0,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157,0,2,1,1.0,1,1,0,0,0,0,4.97,34,241,0,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158,1,2,1,1.0,1,1,0,0,0,0,4.79,287,98,0,1.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
159,1,2,1,1.0,1,0,0,0,0,0,4.79,226,73,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,1,2,1,1.0,1,0,0,0,0,0,4.47,397,84,0,1.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,0,2,1,1.0,1,1,0,0,1,1,4.88,89,72,0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
162,1,3,2,1.5,1,1,0,0,0,0,4.9,453,109,0,2.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
